subj,omega,kappa,log_om,log_kap,pred_earn,shortfall
78,1.55214389159391,0.0982484658074387,0.43963713111925157,-2.3202556435461483,0.7008286019002221,0.2472599291547546
79,0.5331923680928496,0.007914066907944,-0.6288730041842792,-4.839113481677083,0.9183600553961702,0.02972847565880654
80,2.408360778846511,0.913120012404267,0.8789463413262866,-0.09088795860925195,0.3519223932161839,0.5961661378387928
81,0.9595057641396956,0.0935150013553075,-0.04133695611136862,-2.3696334132542316,0.8165828169622451,0.1315057140927316
82,2.1064039348475285,2.0711234236099307,0.7449821972420502,0.7280911767795946,0.20725584764116506,0.7408326834138117
83,0.1083400971450806,0.0488706633163162,-2.222479952084145,-3.018577994714303,0.924677486205792,0.02341104484918466
84,0.9770505102556784,1.3639649068296302,-0.023216928935209075,0.3103958309595267,0.5004323745315645,0.4476561565234122
85,1.2912388131113772,0.7955465662741376,0.25560207780247024,-0.22872589580358765,0.5733278585578769,0.37476067249709977
86,0.3644762287442732,0.0655568117193222,-1.0092939457251784,-2.7248381577820076,0.9031615963710962,0.04492693468388054
87,0.8057602250964584,0.1182843140029348,-0.21596906820706158,-2.134664111861702,0.8330672366382282,0.11502129441674847
88,2.6191752078348367,0.3277492333851089,0.9628594620412316,-1.1155064953643772,0.431830118436181,0.5162584126187957
89,2.819182352628539,0.4794141440723459,1.036446897031185,-0.7351904537200701,0.3663173722156292,0.5817711588393475
90,0.3739550830455399,0.0741672885700731,-0.9836195875887613,-2.601432080864639,0.8987896951507497,0.04929883590422701
91,0.2090874822064203,0.0148218558634787,-1.5650025394451301,-4.211652439999059,0.9417605991156253,0.006327931939351439
92,0.5016289459321356,0.1259118476376056,-0.6898945841271954,-2.07217323880405,0.8691322924131528,0.07895623864182388
93,0.363273551315926,0.0736314059047543,-1.0125991436274526,-2.608683633599988,0.8998627169242374,0.04822581413073934
94,1.9693677184537732,0.6321558510954798,0.6777125361331783,-0.45861931540140116,0.48473595967066363,0.46335257138431307
95,1.676715312826487,0.6308082489056582,0.5168367086368583,-0.4607533470832923,0.5395078228467703,0.40858070820820636
96,0.2256599800184322,0.0486444277481816,-1.4887259258190704,-3.0232180144602734,0.9200894217976731,0.027999109257303645
