rho_log_k_log_beta,rho_log_k_alpha,rho_log_k_delta,rho_log_beta_alpha,rho_log_beta_delta,rho_alpha_delta
-0.14536211,0.39534718,-0.75273436,-0.31444994,0.70266026,-0.21794228
-0.19667825,0.4080502,-0.7085878,-0.33163548,0.79194033,-0.261496
-0.22674476,0.360989,-0.77261496,-0.30967787,0.7672548,-0.2577524
-0.17267501,0.30649123,-0.6737598,-0.29880655,0.8195956,-0.21994308
-0.07762876,0.34111318,-0.6316542,-0.31938916,0.77307993,-0.20621444
-0.19131698,0.40332898,-0.7075947,-0.3334853,0.78194857,-0.2351893
-0.12816204,0.38664734,-0.69879216,-0.34900638,0.75613916,-0.2611469
-0.1632767,0.44189638,-0.6829685,-0.34636596,0.7366862,-0.17110443
-0.15140139,0.37600496,-0.6911563,-0.33177015,0.7662471,-0.21015121
-0.08398439,0.3831031,-0.7557393,-0.2974253,0.6958448,-0.3187884
-0.17875,0.38885027,-0.7067328,-0.32522488,0.77982885,-0.24666151
-0.23159063,0.37529263,-0.7442485,-0.37300873,0.79969585,-0.32716557
-0.1836837,0.3605256,-0.73396856,-0.3377784,0.7688452,-0.26537043
-0.22002807,0.38055533,-0.7731736,-0.31486446,0.7546506,-0.25456297
-0.059664134,0.41713664,-0.7319264,-0.28030065,0.67281014,-0.24319907
-0.27175018,0.39793178,-0.7337858,-0.3452764,0.81242424,-0.24472466
-0.19291292,0.35732308,-0.7260754,-0.33575386,0.7540493,-0.17947313
-0.2017218,0.34363985,-0.75247854,-0.30047348,0.7547762,-0.19321935
-0.2136256,0.3873103,-0.73812556,-0.34363452,0.78176177,-0.26596254
-0.15814613,0.36631247,-0.65174866,-0.34404615,0.72205395,-0.04929009
-0.1934155,0.40803275,-0.75552106,-0.3674735,0.71565455,-0.21854326
-0.07953869,0.35652465,-0.7786454,-0.25477192,0.649835,-0.21932651
-0.11212777,0.35623524,-0.73015386,-0.28508025,0.73012197,-0.24297203
-0.15241286,0.36353406,-0.69886136,-0.3136996,0.7478534,-0.15690961
-0.18506268,0.39620864,-0.784624,-0.2955603,0.6755691,-0.17669258
-0.22325182,0.3742211,-0.71541256,-0.35220858,0.78606063,-0.20469138
-0.21617004,0.33284804,-0.67994106,-0.33368033,0.8031376,-0.1472531
-0.19474503,0.38228703,-0.69573396,-0.36604223,0.79086995,-0.24592668
-0.2848507,0.4200115,-0.7567483,-0.345919,0.7854829,-0.22074825
-0.13515265,0.3863758,-0.752319,-0.29126745,0.71501476,-0.2635343
-0.27065745,0.36072278,-0.7536177,-0.3429682,0.79538965,-0.22139253
-0.1502088,0.34690437,-0.75107795,-0.28972763,0.7366063,-0.24391986
-0.13457005,0.40561664,-0.78349096,-0.31359473,0.6948156,-0.3190397
-0.23922093,0.39604294,-0.75998586,-0.31805903,0.7547279,-0.19746149
-0.1827135,0.4458107,-0.6994194,-0.33586425,0.7895661,-0.2817819
-0.099520996,0.35536584,-0.7361464,-0.2663785,0.7008288,-0.19435105
-0.24614118,0.38105002,-0.72859764,-0.3792277,0.80146575,-0.2700851
-0.25326973,0.44498926,-0.7220046,-0.37290213,0.79032034,-0.24453418
-0.17537263,0.39899102,-0.69781095,-0.30720663,0.76451856,-0.17651156
-0.046774425,0.39509678,-0.73060894,-0.30418038,0.67566746,-0.27738744
-0.17724124,0.42331526,-0.77977455,-0.32459927,0.70771873,-0.28966784
-0.11761927,0.38405582,-0.7549459,-0.3253883,0.7050176,-0.29229516
-0.03692534,0.34215796,-0.70448536,-0.28754792,0.7155497,-0.28561115
-0.13781348,0.36442178,-0.7399737,-0.3029251,0.74647045,-0.2888819
-0.22259156,0.39359224,-0.76124996,-0.3121692,0.7470297,-0.20270586
-0.14827722,0.372369,-0.7139297,-0.2823996,0.77047926,-0.2450403
-0.18484603,0.36788866,-0.75007313,-0.2991414,0.7650995,-0.27706957
-0.19089207,0.41114253,-0.75473654,-0.2801525,0.75065076,-0.24599993
-0.21327868,0.38816324,-0.72635764,-0.37281775,0.7431528,-0.17597196
-0.19532645,0.45021796,-0.7727415,-0.30752483,0.72286916,-0.26700187
-0.29138246,0.38047016,-0.72691625,-0.38008165,0.80900985,-0.20412196
-0.15785684,0.3109201,-0.7438046,-0.333364,0.7484433,-0.25517166
-0.09080314,0.40450355,-0.7014042,-0.30737656,0.70822054,-0.20183292
-0.10940964,0.37193894,-0.66981304,-0.2765782,0.74712527,-0.1403394
-0.27280784,0.40160587,-0.7511931,-0.34477323,0.7761655,-0.19464424
-0.3132669,0.39970618,-0.77645636,-0.37451172,0.8077628,-0.285778
-0.19594556,0.3634616,-0.7392083,-0.30775386,0.7657862,-0.21821979
-0.28467813,0.39844233,-0.7232389,-0.37275997,0.815143,-0.2285902
-0.18148053,0.42017984,-0.804553,-0.32914665,0.71496546,-0.37376186
-0.18603127,0.4244465,-0.71433276,-0.33449063,0.7712574,-0.2485021
-0.1135098,0.38080904,-0.67586434,-0.32732174,0.76983905,-0.25101817
-0.24146782,0.36435053,-0.7144324,-0.34195828,0.7930325,-0.17763042
-0.07472279,0.34141055,-0.7133278,-0.23897292,0.7044293,-0.15304746
-0.13399504,0.3720702,-0.7328693,-0.26993027,0.6826191,-0.100973845
-0.16621141,0.37513155,-0.73862916,-0.31899086,0.75675863,-0.28063336
-0.09497603,0.40286046,-0.71553415,-0.33775753,0.7009203,-0.23327775
-0.07211577,0.36588898,-0.6848251,-0.3324702,0.7344706,-0.24934773
-0.1825939,0.37651855,-0.6838524,-0.3676858,0.79645663,-0.24389729
-0.2774456,0.39104232,-0.7380783,-0.38026816,0.83051515,-0.32340458
-0.1953605,0.34989682,-0.69257265,-0.34482035,0.80324394,-0.2246862
-0.18385671,0.37767002,-0.71704125,-0.316088,0.7487485,-0.16134042
-0.28079662,0.38050315,-0.7412136,-0.3726229,0.7630545,-0.14711821
-0.27321947,0.3875292,-0.7654073,-0.33786947,0.79945064,-0.27615505
-0.10817976,0.35878664,-0.70272833,-0.28700525,0.73748124,-0.19303969
-0.16239692,0.39047942,-0.7399331,-0.3317777,0.74844354,-0.27722183
-0.2560846,0.4103893,-0.7654432,-0.3583358,0.77806467,-0.27573305
-0.19453797,0.3905383,-0.7534076,-0.32617265,0.75382924,-0.26251125
-0.14199166,0.31911138,-0.686742,-0.33909282,0.77845937,-0.21542865
-0.24088518,0.40920645,-0.74317497,-0.33872536,0.766206,-0.21938355
-0.24294314,0.3765799,-0.75424355,-0.37030813,0.77021646,-0.23583318
-0.116554365,0.4242939,-0.760895,-0.27648744,0.6587845,-0.1913827
-0.2057955,0.42684656,-0.7842665,-0.3115427,0.740014,-0.32968783
-0.24630696,0.41901094,-0.7581542,-0.33367968,0.78898513,-0.29457915
-0.21287085,0.3528536,-0.75491035,-0.33578685,0.7765262,-0.2829014
-0.1661946,0.42187592,-0.7322911,-0.33381408,0.73709375,-0.24078009
-0.22760177,0.36682886,-0.7376136,-0.3673876,0.7695321,-0.21203728
-0.2785965,0.4046733,-0.7504394,-0.3867346,0.79000187,-0.24762774
-0.2277913,0.38092607,-0.7076151,-0.33962724,0.7901678,-0.19158602
-0.18963942,0.37157348,-0.6844491,-0.35602617,0.78154933,-0.18315718
-0.18436825,0.39388505,-0.7059009,-0.37051207,0.7624228,-0.21893957
-0.21615094,0.37037322,-0.7156253,-0.32399046,0.79443693,-0.21480237
-0.23164755,0.3697504,-0.7353506,-0.29943565,0.74884164,-0.1113691
-0.22116756,0.3962254,-0.7311004,-0.35040405,0.78421545,-0.2518956
-0.22881868,0.41360292,-0.7153501,-0.35524043,0.73046565,-0.11690232
-0.14041206,0.4006233,-0.771577,-0.27988666,0.6867723,-0.2195296
-0.1603164,0.4297709,-0.6822368,-0.33827978,0.78845286,-0.27334446
-0.15242589,0.3372988,-0.703122,-0.36134544,0.7700062,-0.24140838
-0.101314895,0.40309334,-0.70572793,-0.3120886,0.7152628,-0.21012998
-0.24313161,0.42379805,-0.7317776,-0.34481713,0.78804326,-0.24512574
-0.085493244,0.34313232,-0.70081985,-0.30847627,0.7272962,-0.21022306
-0.046576418,0.33968154,-0.7395859,-0.28464404,0.679095,-0.25596488
-0.16786614,0.33591914,-0.6457135,-0.35999796,0.797259,-0.15995088
-0.22895123,0.41267493,-0.748452,-0.34292823,0.77669245,-0.27173382
-0.0883091,0.33495665,-0.70636624,-0.27738246,0.73866624,-0.22899441
-0.10993122,0.3459563,-0.7142143,-0.31660184,0.7334437,-0.22173242
-0.25338453,0.39896977,-0.7574885,-0.3705228,0.7718731,-0.24469824
-0.060716648,0.35822684,-0.6957182,-0.2975194,0.7142157,-0.21545047
-0.21757965,0.3365369,-0.6739356,-0.37800965,0.8000642,-0.15958035
-0.17683826,0.30933416,-0.6960992,-0.32271332,0.79718465,-0.20886408
-0.21746927,0.43427727,-0.7532519,-0.36410767,0.7645472,-0.298848
-0.25804502,0.4245354,-0.7261744,-0.3745522,0.7492179,-0.152282
-0.17651294,0.377544,-0.76284355,-0.34456944,0.7425836,-0.29786822
-0.23110186,0.39238408,-0.75932604,-0.3424623,0.7731397,-0.27016324
-0.2711487,0.400132,-0.7951919,-0.3617581,0.7654728,-0.29302746
-0.17411982,0.40829632,-0.74219394,-0.36561185,0.72876316,-0.2452542
-0.20907664,0.35938534,-0.7263481,-0.36084324,0.7959772,-0.28513694
-0.13625549,0.38187486,-0.7174066,-0.33218658,0.75182325,-0.27142516
-0.20495097,0.36482882,-0.7500516,-0.31665787,0.7722075,-0.2587623
-0.19441387,0.38341618,-0.77267843,-0.33398154,0.7198454,-0.22577198
-0.1159986,0.41729638,-0.73921555,-0.31480652,0.69153464,-0.22897501
-0.24885012,0.38789913,-0.7490632,-0.3802837,0.7925519,-0.28665662
-0.12700562,0.40786654,-0.7967433,-0.24537335,0.67344934,-0.28100708
-0.13777576,0.4065473,-0.72936994,-0.33457327,0.69558674,-0.18338785
-0.2378058,0.382069,-0.7839596,-0.32154667,0.73795825,-0.21332283
-0.260117,0.3631925,-0.70197916,-0.37601084,0.83730733,-0.2709521
-0.21253869,0.42241403,-0.7538972,-0.34086502,0.7536116,-0.26221287
-0.21687137,0.365521,-0.70832855,-0.37076536,0.71175206,-0.06603679
-0.27005792,0.37894395,-0.7594608,-0.37170008,0.7842688,-0.24468447
-0.22844763,0.37493345,-0.7723828,-0.39045963,0.7364086,-0.23598476
-0.13317898,0.38140172,-0.7839401,-0.28763115,0.6478819,-0.17742556
-0.16013336,0.38520777,-0.73857427,-0.32553458,0.7529171,-0.2795285
-0.055828083,0.37063128,-0.7159258,-0.2728788,0.680669,-0.18378371
-0.20472051,0.38197702,-0.7160182,-0.35701263,0.7471914,-0.15743205
-0.06335012,0.35953522,-0.6905811,-0.3040248,0.7257047,-0.2338344
-0.19590743,0.42383355,-0.7524185,-0.3154157,0.7597592,-0.29139832
-0.3032801,0.38812166,-0.72517806,-0.3778541,0.8346285,-0.25055707
-0.17863283,0.39349747,-0.71927536,-0.3044532,0.7293248,-0.13831839
-0.2799497,0.42263773,-0.7953554,-0.34208006,0.7692008,-0.28810632
-0.08128286,0.3888385,-0.7061684,-0.3385487,0.7167953,-0.26156166
-0.17342083,0.4273266,-0.75004923,-0.37216008,0.7301166,-0.2912464
-0.10051893,0.34384102,-0.71514094,-0.28728482,0.71882915,-0.18127427
-0.16629119,0.42271382,-0.6916546,-0.33202344,0.7870544,-0.27570888
-0.24421221,0.3660722,-0.7061665,-0.3387273,0.82094955,-0.22689334
-0.2880176,0.44173715,-0.69006854,-0.40454006,0.84116465,-0.2692306
-0.08694617,0.44896188,-0.7350276,-0.29420346,0.68279636,-0.2576779
-0.3772055,0.3953898,-0.77420694,-0.41229635,0.82625806,-0.24538016
-0.18920423,0.344872,-0.64713454,-0.3744425,0.8115181,-0.1817939
-0.12503423,0.3304004,-0.69435936,-0.32325065,0.76157004,-0.21323077
-0.1809971,0.35683966,-0.7032912,-0.3593332,0.7159245,-0.0941236
-0.22958441,0.34263507,-0.6865733,-0.34967986,0.78407335,-0.112538666
-0.17426273,0.38195387,-0.76198786,-0.29864627,0.7190467,-0.20666137
-0.25065657,0.36426112,-0.74919677,-0.3487689,0.7898898,-0.24013418
-0.15539199,0.38098055,-0.71225625,-0.31913796,0.7287088,-0.16021165
-0.15798403,0.3299481,-0.7060815,-0.33672485,0.7854494,-0.26315632
-0.19184542,0.40625164,-0.7228228,-0.35819742,0.7493669,-0.21417361
-0.20758991,0.40554187,-0.70608395,-0.33784708,0.79905546,-0.2622978
-0.20279744,0.35870072,-0.7886657,-0.310808,0.7148483,-0.20647435
-0.017016986,0.40334475,-0.646693,-0.27373853,0.7175487,-0.19924527
-0.23565844,0.41888744,-0.726131,-0.36863172,0.7853509,-0.24726462
-0.15629831,0.33360916,-0.72732073,-0.3511289,0.76172096,-0.26358062
-0.18610702,0.37976158,-0.7514286,-0.3083899,0.7390293,-0.21602099
-0.12740065,0.3495873,-0.6795055,-0.34755057,0.78610206,-0.27896088
-0.26390147,0.4331169,-0.78259045,-0.35777503,0.74400496,-0.24257442
-0.099119775,0.3352527,-0.7162734,-0.3273756,0.74093693,-0.28137973
-0.22642997,0.40933588,-0.76298314,-0.35889515,0.76195765,-0.28526324
-0.107406154,0.38081977,-0.7117242,-0.29931882,0.7288983,-0.22028504
-0.2012016,0.36724478,-0.7608224,-0.32385218,0.7553017,-0.25483084
-0.21738268,0.414371,-0.7294053,-0.36942062,0.7896279,-0.29634708
-0.20798141,0.36947858,-0.73165876,-0.33103937,0.78390634,-0.2539028
-0.27207795,0.40460092,-0.7563881,-0.40199742,0.78864187,-0.2807368
-0.16363621,0.37865952,-0.75427246,-0.28538752,0.7470585,-0.27205783
-0.18666078,0.3728537,-0.731519,-0.31017786,0.7693202,-0.23110853
-0.1410541,0.3591165,-0.67858523,-0.35121927,0.77898,-0.23689382
-0.19740051,0.35869166,-0.7324168,-0.30946764,0.7842363,-0.24984577
-0.12131201,0.36511517,-0.69235694,-0.32788312,0.75871265,-0.23508948
-0.26222488,0.4034826,-0.7030794,-0.37269896,0.81666046,-0.22500357
-0.19143881,0.37929007,-0.6876615,-0.33694988,0.7792516,-0.17450854
-0.112548314,0.36451852,-0.6983137,-0.31408745,0.76850426,-0.29631722
-0.13996917,0.33200616,-0.72425735,-0.2974602,0.76500857,-0.2850286
-0.10698383,0.3528691,-0.7118286,-0.2921532,0.66558206,-0.06932551
-0.22003976,0.36553264,-0.61812824,-0.3731804,0.88075155,-0.29767913
-0.1756473,0.3773252,-0.7656898,-0.28654513,0.7372354,-0.26318997
-0.16911834,0.42201978,-0.7089635,-0.33107013,0.76324797,-0.24139535
-0.1112391,0.38539025,-0.7262232,-0.2631131,0.720981,-0.21311668
-0.074186504,0.34388766,-0.6550556,-0.3334364,0.75776887,-0.21964362
-0.19432059,0.34591994,-0.74553466,-0.30398452,0.7088301,-0.10143435
-0.22109988,0.37481704,-0.7218538,-0.37031525,0.7820402,-0.22516547
-0.16983125,0.38302,-0.6989784,-0.34881246,0.74123764,-0.16208303
-0.20390022,0.3684651,-0.74321586,-0.31792325,0.772997,-0.2479711
-0.07456765,0.37073427,-0.7564974,-0.248396,0.66712976,-0.21329078
-0.12107401,0.41552943,-0.7637265,-0.30064127,0.687556,-0.2617121
-0.29812074,0.41822684,-0.7593611,-0.34056017,0.7882145,-0.20777327
-0.19768152,0.42411342,-0.7570051,-0.39539838,0.77070117,-0.38943893
-0.21526463,0.32246023,-0.6648882,-0.3550084,0.8419112,-0.24047315
-0.20647152,0.4350024,-0.7782708,-0.3207204,0.7323203,-0.2836271
-0.14567623,0.36172596,-0.71514124,-0.32974702,0.7419625,-0.20385632
-0.17840123,0.38123104,-0.7284531,-0.36463904,0.77391243,-0.29987204
-0.17646657,0.34649327,-0.77666515,-0.2549383,0.7151655,-0.18053791
-0.22188035,0.34906593,-0.7497521,-0.32130897,0.7709976,-0.21336836
-0.2243642,0.44611633,-0.7358118,-0.32901177,0.76782006,-0.23694883
-0.178515,0.37431175,-0.76033515,-0.34823337,0.73441935,-0.26246583
-0.25522888,0.34853193,-0.75054127,-0.3508078,0.80831444,-0.2863478
-0.15961461,0.36084908,-0.7610692,-0.33726427,0.73111856,-0.27624655
-0.13254179,0.39343584,-0.72075963,-0.30334875,0.751711,-0.2720012
-0.2650678,0.37968105,-0.743159,-0.3542765,0.7720558,-0.17177486
-0.18945636,0.37622073,-0.7751653,-0.3126276,0.7388734,-0.27310288
-0.33247823,0.37991887,-0.7339494,-0.39367765,0.84576356,-0.25767297
-0.14829412,0.37692243,-0.721829,-0.31988105,0.7465533,-0.23540305
-0.18858668,0.33286658,-0.6936874,-0.32649547,0.8058316,-0.22441079
-0.16296795,0.34491658,-0.71459436,-0.3480206,0.74081564,-0.17012587
-0.1330835,0.37964544,-0.70168525,-0.30000192,0.71796256,-0.13100234
-0.2032368,0.38593534,-0.7446618,-0.3557343,0.7729956,-0.30285597
-0.115309305,0.33258858,-0.70921355,-0.28615168,0.7372377,-0.1765523
-0.2802103,0.42678377,-0.7471736,-0.3846135,0.8001075,-0.27993676
-0.2444151,0.40373766,-0.73210585,-0.35774946,0.8130308,-0.30780357
-0.14124994,0.42608592,-0.79984397,-0.30855465,0.66278577,-0.28329968
-0.25664353,0.37345654,-0.7236886,-0.37627226,0.8139798,-0.25610512
-0.15973315,0.35376775,-0.6573098,-0.3392163,0.77698207,-0.14201659
-0.14446959,0.3700036,-0.7101229,-0.3390435,0.7380924,-0.1950433
-0.28267694,0.34623712,-0.71180165,-0.36903644,0.84330237,-0.25395083
-0.23196548,0.4680585,-0.774812,-0.36656657,0.75594825,-0.3354568
-0.25919354,0.41957667,-0.7802796,-0.37657744,0.7486857,-0.25554097
-0.18201512,0.37626186,-0.6984139,-0.34748095,0.7661581,-0.18829489
-0.20645209,0.43402687,-0.7570443,-0.37340122,0.7608487,-0.32988292
-0.14532882,0.3170646,-0.76827544,-0.29329777,0.71518546,-0.22470868
-0.15464948,0.3569189,-0.7477388,-0.31592885,0.7007226,-0.15770471
-0.2701564,0.3842306,-0.7489729,-0.3602038,0.8140001,-0.29667604
-0.15673187,0.3667719,-0.6957493,-0.3457902,0.7762992,-0.24021016
-0.21635535,0.3634589,-0.698398,-0.35033506,0.80215156,-0.21204594
-0.1585988,0.33996692,-0.714607,-0.29059553,0.7238024,-0.10048205
-0.09968547,0.3875781,-0.7520509,-0.24943797,0.6900729,-0.22093002
-0.14810342,0.4220417,-0.70206714,-0.35052234,0.7409444,-0.22478071
-0.172073,0.41761062,-0.75282896,-0.3349721,0.72605765,-0.2533899
-0.18801972,0.35184252,-0.69477487,-0.34419626,0.81313664,-0.27878517
-0.19055836,0.39506534,-0.6999099,-0.34979963,0.8024807,-0.2871988
-0.20253396,0.39541236,-0.7642208,-0.36752754,0.7385421,-0.26640874
-0.20683163,0.3691015,-0.7367078,-0.28948337,0.76157033,-0.1710913
-0.06626507,0.42940497,-0.70383495,-0.31572255,0.6808279,-0.21444482
-0.16895169,0.40731034,-0.7756232,-0.28795537,0.7030941,-0.22756802
-0.17626108,0.3594221,-0.7292779,-0.311238,0.7503247,-0.20566219
-0.107074246,0.38788065,-0.71411645,-0.31227684,0.7417959,-0.28073186
-0.22473389,0.43136105,-0.7699264,-0.3376812,0.76948035,-0.33010006
-0.21823609,0.37354138,-0.7234179,-0.36439335,0.75516725,-0.16743207
-0.3758507,0.42910987,-0.7590694,-0.37498564,0.80762017,-0.17289662
-0.20378397,0.37681565,-0.73721933,-0.32324785,0.768277,-0.22347942
-0.20783055,0.39745635,-0.77252185,-0.3052097,0.74829614,-0.26242936
-0.05364382,0.35330564,-0.6944401,-0.30643538,0.73570126,-0.30167803
-0.14633195,0.27030373,-0.71046567,-0.30228224,0.7602091,-0.15227105
-0.08709973,0.36821762,-0.72012925,-0.3257607,0.7159924,-0.26585943
-0.093508355,0.36273846,-0.6995024,-0.30838454,0.6990916,-0.14281571
-0.14176275,0.39712363,-0.6839728,-0.3226838,0.7764186,-0.24091502
-0.20930733,0.4172213,-0.78314155,-0.32696584,0.7440326,-0.3111108
-0.23579776,0.39382052,-0.751808,-0.35784107,0.77079886,-0.24920376
-0.07764935,0.40728477,-0.641673,-0.31316075,0.7797783,-0.27277786
-0.1765149,0.31885177,-0.66642594,-0.30715096,0.82388014,-0.21511278
-0.14830396,0.36884037,-0.7085977,-0.31467146,0.7404258,-0.18034284
-0.18967567,0.38637942,-0.73764616,-0.3235169,0.73983383,-0.1901862
-0.24372412,0.40919828,-0.69723994,-0.37042844,0.81249684,-0.23505998
-0.24250509,0.41358888,-0.7190612,-0.37403858,0.7401411,-0.13539237
-0.23592053,0.39571744,-0.70218664,-0.3350744,0.8096164,-0.21597576
-0.14897758,0.31992966,-0.70055056,-0.31400168,0.7910616,-0.2732234
-0.14367175,0.30245808,-0.7003222,-0.3411945,0.75042164,-0.15904471
-0.1939037,0.38237453,-0.6761878,-0.3887079,0.79683554,-0.22981913
-0.18488362,0.36415422,-0.7743667,-0.31568685,0.73264015,-0.25497603
-0.15555535,0.39390174,-0.7820114,-0.3156072,0.7141622,-0.32690245
-0.18760802,0.3866317,-0.73796743,-0.3600427,0.7369862,-0.21171
-0.044886965,0.38766935,-0.67048293,-0.26717776,0.72532815,-0.2106569
-0.12744212,0.3262864,-0.7004153,-0.26979607,0.75101537,-0.15532476
-0.14489855,0.40694058,-0.6827565,-0.35702482,0.7921588,-0.3163094
-0.13254827,0.38011283,-0.67699915,-0.33936644,0.7589147,-0.19879317
-0.26129037,0.40606716,-0.7446931,-0.36699945,0.7767857,-0.21927525
-0.1494367,0.37943903,-0.7506111,-0.29113412,0.7187546,-0.2137364
-0.12455563,0.40732503,-0.71164364,-0.28326046,0.67871624,-0.10391146
-0.13670139,0.39205402,-0.7360412,-0.25663584,0.7261888,-0.20175962
-0.17697588,0.39128023,-0.7566623,-0.34956548,0.7480993,-0.30631477
-0.23758966,0.4057722,-0.78203243,-0.35250795,0.7366236,-0.24185924
-0.25056005,0.41372845,-0.68433714,-0.36443543,0.7932223,-0.1585229
-0.19730708,0.36385152,-0.7251167,-0.36182168,0.7664356,-0.22258426
-0.16898593,0.3656847,-0.78198326,-0.29931065,0.70633936,-0.23167154
-0.15203261,0.42313793,-0.7493422,-0.3388454,0.72777665,-0.29293695
-0.1900873,0.4149679,-0.7378484,-0.30721965,0.7402457,-0.20360614
-0.24209063,0.3871135,-0.7091819,-0.37614042,0.79859585,-0.21698171
-0.18053716,0.4300091,-0.7597488,-0.3069572,0.7171488,-0.22769792
-0.27656722,0.41724655,-0.7745429,-0.35374212,0.7903109,-0.2994918
-0.20713358,0.46837005,-0.77495277,-0.3584325,0.71770453,-0.29041648
-0.07019146,0.3596901,-0.68811697,-0.27280146,0.7142681,-0.15888274
-0.20185448,0.38261437,-0.6529257,-0.35976544,0.79501235,-0.14917842
-0.14789526,0.37134254,-0.7169085,-0.34941334,0.74932295,-0.2447521
-0.18648155,0.36567295,-0.7546319,-0.3165898,0.7518047,-0.24847408
-0.18413904,0.3808271,-0.7449742,-0.30647427,0.7461964,-0.2138536
-0.12834322,0.40138286,-0.7853732,-0.29133314,0.65710753,-0.22203624
-0.31283244,0.3843901,-0.74306905,-0.37464434,0.76609856,-0.11605704
-0.12289856,0.4482846,-0.7383191,-0.33664358,0.6982674,-0.2689525
-0.06701586,0.35286427,-0.68047345,-0.3213559,0.7370587,-0.23787625
-0.22445546,0.32677633,-0.6088633,-0.36621886,0.8717121,-0.20668975
-0.20314507,0.34380585,-0.70677775,-0.343005,0.8157758,-0.29569727
-0.2195831,0.44719422,-0.7723876,-0.38155136,0.7052462,-0.23642626
-0.2548805,0.40769118,-0.7520835,-0.38532782,0.7934527,-0.3015611
-0.16211812,0.3843536,-0.7470135,-0.29623774,0.7384964,-0.24164052
-0.2262523,0.435621,-0.7399219,-0.35086018,0.765048,-0.25553024
-0.17462291,0.4085787,-0.7865815,-0.2856377,0.70824796,-0.26042384
-0.18461153,0.37884036,-0.737701,-0.3446642,0.7645253,-0.279011
-0.10782315,0.35508493,-0.68780583,-0.367087,0.746172,-0.23697305
-0.13277969,0.3712905,-0.714572,-0.30622935,0.7491893,-0.23320116
-0.22447583,0.40541622,-0.7265531,-0.32771182,0.7797583,-0.21395111
-0.12723058,0.3663031,-0.7678214,-0.27877626,0.6575975,-0.14208224
-0.15260187,0.43048462,-0.7383817,-0.33632022,0.7397446,-0.29644585
-0.2520795,0.42322737,-0.76094013,-0.35109407,0.7636377,-0.2409393
-0.17834488,0.31815565,-0.6806609,-0.31430343,0.79827005,-0.17131624
-0.18832372,0.36262774,-0.71933275,-0.32294193,0.76638716,-0.19319858
-0.13561784,0.3849749,-0.7473737,-0.3065064,0.7321046,-0.29342812
-0.2098528,0.37761772,-0.70775753,-0.33712453,0.8217325,-0.31241664
-0.25501448,0.41844484,-0.75920177,-0.3637495,0.77286613,-0.26342225
-0.10807596,0.38786837,-0.73040617,-0.30359876,0.7259307,-0.27915788
-0.27675033,0.37865654,-0.7351737,-0.36740467,0.8102508,-0.23776361
-0.24496289,0.41101983,-0.7423126,-0.36190528,0.7828908,-0.26170057
-0.29623288,0.36283076,-0.74295294,-0.3460247,0.81810766,-0.21562393
-0.2668256,0.40777135,-0.76045185,-0.35896417,0.78470075,-0.25829285
-0.24010405,0.37553033,-0.728426,-0.36129785,0.7731282,-0.18367168
-0.28638384,0.44148493,-0.7838887,-0.35364634,0.7796248,-0.29610163
